ref,dis,mos,dis_situation,dis_type,dis_level,source_link
ref63.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref64.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref65.jpg,invalid,2.4444444444444446,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref66.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref67.jpg,invalid,1.3333333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref68.jpg,invalid,1.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref69.jpg,invalid,2.1,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref70.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref71.jpg,invalid,1.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref72.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref73.jpg,invalid,1.9,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref74.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref75.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref76.jpg,invalid,1.9,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref77.jpg,invalid,2.1,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref78.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref79.jpg,invalid,2.1,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref80.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref81.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref82.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref83.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref84.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref85.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref86.jpg,invalid,1.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref87.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref88.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref89.jpg,invalid,2.4444444444444446,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref90.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref91.png,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://github.com/LXLHXL123/JUFE-VRIQA
ref92.jpg,invalid,1.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref93.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref94.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref95.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref96.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref97.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref98.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref99.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref100.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref101.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref102.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref103.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref104.jpg,invalid,2.4444444444444446,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref105.jpg,invalid,1.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref106.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref107.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref108.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref109.png,invalid,2.555555555555556,no perceptibly distorted region,invalid,invalid,https://github.com/LXLHXL123/JUFE-VRIQA
ref110.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref111.jpg,invalid,1.9,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref112.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref113.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref114.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref115.jpg,invalid,1.6666666666666667,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref116.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref117.png,invalid,1.8333333333333333,no perceptibly distorted region,invalid,invalid,https://github.com/LXLHXL123/JUFE-VRIQA
ref118.jpg,invalid,2.333333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref119.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref120.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref121.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref122.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref123.jpg,invalid,2.5454545454545454,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref124.jpg,invalid,1.1,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref125.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref126.jpg,invalid,2.583333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref127.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref128.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref129.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref130.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref131.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref132.jpg,invalid,2.272727272727273,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref133.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref134.jpg,invalid,1.9090909090909087,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref135.jpg,invalid,1.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref136.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref137.jpg,invalid,2.7777777777777777,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref138.jpg,invalid,2.090909090909091,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref139.jpg,invalid,1.9,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref140.jpg,invalid,2.8181818181818183,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref141.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref142.jpg,invalid,2.142857142857143,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref143.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref144.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref145.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref146.jpg,invalid,2.4444444444444446,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref147.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref148.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref149.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref150.jpg,invalid,2.4444444444444446,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref151.jpg,invalid,2.1666666666666665,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref152.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref153.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref154.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref155.jpg,invalid,2.5454545454545454,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref156.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref157.jpg,invalid,2.833333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref158.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref159.jpg,invalid,1.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref160.jpg,invalid,1.7,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref161.png,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://github.com/LXLHXL123/JUFE-VRIQA
ref162.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref163.jpg,invalid,2.833333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref164.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref165.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref166.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref167.png,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://github.com/LXLHXL123/JUFE-VRIQA
ref168.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref169.jpg,invalid,2.2222222222222223,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref170.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref171.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref172.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref173.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref174.jpg,invalid,1.7,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref175.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref176.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref177.jpg,invalid,2.1666666666666665,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref178.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref179.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref180.jpg,invalid,2.1666666666666665,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref181.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref182.jpg,invalid,2.555555555555556,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref183.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref184.jpg,invalid,2.555555555555556,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref185.jpg,invalid,2.333333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref186.jpg,invalid,2.4545454545454546,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref187.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref188.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref189.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref190.jpg,invalid,2.5454545454545454,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref191.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref192.jpg,invalid,2.111111111111111,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref193.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref194.jpg,invalid,2.7,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref195.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref196.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref197.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref198.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref199.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref200.jpg,invalid,2.333333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref201.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref202.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref203.jpg,invalid,1.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref204.jpg,invalid,2.3,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref205.jpg,invalid,1.5454545454545454,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref206.jpg,invalid,2.555555555555556,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref207.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref208.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref209.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref210.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref211.jpg,invalid,2.272727272727273,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref212.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref213.jpg,invalid,1.7,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref214.jpg,invalid,2.4166666666666665,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref215.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref216.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref217.jpg,invalid,2.8,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref218.jpg,invalid,2.1818181818181817,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref219.jpg,invalid,1.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref220.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref221.jpg,invalid,2.333333333333333,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref222.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref223.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref224.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref225.jpg,invalid,2.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref226.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref227.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref228.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref229.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref230.jpg,invalid,2.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref231.jpg,invalid,2.1,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref232.jpg,invalid,2.4545454545454546,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref233.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref234.jpg,invalid,1.6,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref235.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref236.jpg,invalid,1.7,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
ref237.jpg,invalid,2.833333333333333,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref238.jpg,invalid,2.272727272727273,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref239.jpg,invalid,3.0,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref240.jpg,invalid,2.4,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref241.jpg,invalid,2.6,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref242.jpg,invalid,1.8,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref243.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref244.jpg,invalid,2.2,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref245.jpg,invalid,2.090909090909091,no perceptibly distorted region,invalid,invalid,https://salient360.ls2n.fr/datasets/training-dataset/
ref246.jpg,invalid,1.5,no perceptibly distorted region,invalid,invalid,https://www.flickr.com/groups/flickrvr/
